#Time (us) ; Current (mA) ; Voltage (V) ; PC ; IRQ 
943739893 ; 7.49247 ; 3.29979 ; 0 ; 0
943740053 ; 7.47908 ; 3.29979 ; 0 ; 0
943740213 ; 7.46691 ; 3.29979 ; 0 ; 0
943740373 ; 7.46204 ; 3.29979 ; 0 ; 0
943740533 ; 7.47787 ; 3.29979 ; 0 ; 0
943740693 ; 7.46204 ; 3.29979 ; 0 ; 0
943740853 ; 7.46813 ; 3.29979 ; 0 ; 0
943741013 ; 7.45595 ; 3.29979 ; 0 ; 0
943741173 ; 7.47178 ; 3.29979 ; 0 ; 0
943741333 ; 7.47908 ; 3.29979 ; 0 ; 0
943741493 ; 7.44256 ; 3.29979 ; 0 ; 0
943741653 ; 7.47665 ; 3.29979 ; 0 ; 0
943741813 ; 7.44865 ; 3.29979 ; 0 ; 0
943741973 ; 7.47178 ; 3.29979 ; 0 ; 0
943742133 ; 7.47056 ; 3.29979 ; 0 ; 0
943742293 ; 7.44865 ; 3.29979 ; 0 ; 0
943742453 ; 7.473 ; 3.29979 ; 0 ; 0
943742613 ; 7.46447 ; 3.29979 ; 0 ; 0
943742773 ; 7.45473 ; 3.29979 ; 0 ; 0
943742933 ; 7.46082 ; 3.29979 ; 0 ; 0
943743093 ; 7.46569 ; 3.29979 ; 0 ; 0
943743253 ; 7.45108 ; 3.29979 ; 0 ; 0
943743413 ; 7.46326 ; 3.29979 ; 0 ; 0
943743573 ; 7.45108 ; 3.29979 ; 0 ; 0
943743733 ; 7.46569 ; 3.29979 ; 0 ; 0
943743893 ; 7.46204 ; 3.29979 ; 0 ; 0
943744053 ; 7.44743 ; 3.29979 ; 0 ; 0
943744213 ; 7.47178 ; 3.29979 ; 0 ; 0
943744373 ; 7.46934 ; 3.29979 ; 0 ; 0
943744533 ; 7.45473 ; 3.29979 ; 0 ; 0
943744693 ; 7.45595 ; 3.29979 ; 0 ; 0
943744853 ; 7.44621 ; 3.29979 ; 0 ; 0
943745013 ; 7.46691 ; 3.29979 ; 0 ; 0
943745173 ; 7.4523 ; 3.29979 ; 0 ; 0
943745333 ; 7.473 ; 3.29979 ; 0 ; 0
943745493 ; 7.47178 ; 3.29979 ; 0 ; 0
943745653 ; 7.44621 ; 3.29979 ; 0 ; 0
943745813 ; 7.46447 ; 3.29979 ; 0 ; 0
943745973 ; 7.46569 ; 3.29979 ; 0 ; 0
943746133 ; 7.45352 ; 3.29979 ; 0 ; 0
943746293 ; 7.48882 ; 3.29979 ; 0 ; 0
943746453 ; 7.44378 ; 3.29979 ; 0 ; 0
943746613 ; 7.45717 ; 3.29979 ; 0 ; 0
943746773 ; 7.47421 ; 3.29979 ; 0 ; 0
943746933 ; 7.4596 ; 3.29979 ; 0 ; 0
943747093 ; 7.46447 ; 3.29979 ; 0 ; 0
943747253 ; 7.46691 ; 3.29979 ; 0 ; 0
943747413 ; 7.45717 ; 3.29979 ; 0 ; 0
943747573 ; 7.46082 ; 3.29979 ; 0 ; 0
943747733 ; 7.47056 ; 3.29979 ; 0 ; 0
943747893 ; 7.45352 ; 3.29979 ; 0 ; 0
943748053 ; 7.47056 ; 3.29979 ; 0 ; 0
943748213 ; 7.4523 ; 3.29979 ; 0 ; 0
943748373 ; 7.46204 ; 3.29979 ; 0 ; 0
943748533 ; 7.47056 ; 3.29979 ; 0 ; 0
943748693 ; 7.45595 ; 3.29979 ; 0 ; 0
943748853 ; 7.46813 ; 3.29979 ; 0 ; 0
943749013 ; 7.45839 ; 3.29979 ; 0 ; 0
943749173 ; 7.46204 ; 3.29979 ; 0 ; 0
943749333 ; 7.46813 ; 3.29979 ; 0 ; 0
943749493 ; 7.44743 ; 3.29979 ; 0 ; 0
943749653 ; 7.47056 ; 3.29979 ; 0 ; 0
943749813 ; 7.46082 ; 3.29979 ; 0 ; 0
943749973 ; 7.45839 ; 3.29979 ; 0 ; 0
943750133 ; 7.46934 ; 3.29979 ; 0 ; 0
943750293 ; 7.4596 ; 3.29979 ; 0 ; 0
943750453 ; 7.44621 ; 3.29979 ; 0 ; 0
943750613 ; 7.48152 ; 3.29979 ; 0 ; 0
943750773 ; 7.44499 ; 3.29979 ; 0 ; 0
943750933 ; 7.4803 ; 3.29979 ; 0 ; 0
943751093 ; 7.44865 ; 3.29979 ; 0 ; 0
943751253 ; 7.46934 ; 3.29979 ; 0 ; 0
943751413 ; 7.46082 ; 3.29979 ; 0 ; 0
943751573 ; 7.45473 ; 3.29979 ; 0 ; 0
943751733 ; 7.473 ; 3.29979 ; 0 ; 0
943751893 ; 7.46082 ; 3.29979 ; 0 ; 0
943752053 ; 7.45108 ; 3.29979 ; 0 ; 0
943752213 ; 7.4596 ; 3.29979 ; 0 ; 0
943752373 ; 7.46082 ; 3.29979 ; 0 ; 0
